Mã đích đến,Tỉnh Thành,Thành phố,Tên đích đến
219HVX20,Hà Giang,Huyện Vị Xuyên,Xã Thượng Sơn-219HVX20
024QHB11,Hà Nội,Quận Hai Bà Trưng,Phường Phố Huế-024QHB11
024QHB12,Hà Nội,Quận Hai Bà Trưng,Phường Phạm Đình Hổ-024QHB12
024QHB14,Hà Nội,Quận Hai Bà Trưng,Phường Thanh Lương-024QHB14
024QHB15,Hà Nội,Quận Hai Bà Trưng,Phường Cầu Dền-024QHB15
024QHB17,Hà Nội,Quận Hai Bà Trưng,Phường Quỳnh Mai-024QHB17
024QHB18,Hà Nội,Quận Hai Bà Trưng,Phường Minh Khai-024QHB18
024QHD01,Hà Nội,Quận Hà Đông,Phường Quang Trung-024QHD01
024QHD03,Hà Nội,Quận Hà Đông,Phường Hà Cầu-024QHD03
024QHD05,Hà Nội,Quận Hà Đông,Phường Phúc La-024QHD05
024QHD06,Hà Nội,Quận Hà Đông,Phường Yết Kiêu-024QHD06
024QHD08,Hà Nội,Quận Hà Đông,Phường Văn Quán-024QHD08
024QHD11,Hà Nội,Quận Hà Đông,Phường Kiến Hưng-024QHD11
024QHD13,Hà Nội,Quận Hà Đông,Phường Phú Lương-024QHD13
024QHD14,Hà Nội,Quận Hà Đông,Phường Phú Lãm-024QHD14
024QHD17,Hà Nội,Quận Hà Đông,Phường Đồng Mai-024QHD17
024QHK01,Hà Nội,Quận Hoàn Kiếm,Phường Chương Dương Độ-024QHK01
024QHK03,Hà Nội,Quận Hoàn Kiếm,Phường Cửa Nam-024QHK03
024QHK05,Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bạc-024QHK05
293HCT05,Hậu Giang,Huyện Châu Thành A(HG),Xã Nhơn Nghĩa A-293HCT05
293HLM03,Hậu Giang,Huyện Long Mỹ,Xã Thuận Hòa-293HLM03
293HPH01,Hậu Giang,Huyện Phụng Hiệp,Thị trấn Cây Dương-293HPH01
277HCT02,Đồng Tháp,Huyện Châu Thành(ĐT),Xã An Hiệp-277HCT02
277HCT10,Đồng Tháp,Huyện Châu Thành(ĐT),Xã Tân Nhuận Đông-277HCT10
277HCL06,Đồng Tháp,Huyện Cao Lãnh,Xã Bình Thạnh-277HCL06
277HCL15,Đồng Tháp,Huyện Cao Lãnh,Xã Phương Thịnh-277HCL15
024QLB02,Hà Nội,Quận Long Biên,Phường Gia Thụy-024QLB02
024HPT19,Hà Nội,Huyện Phúc Thọ,Xã Vân Hà-024HPT19
024HUH07,Hà Nội,Huyện Ứng Hòa,Xã Đồng Tân-024HUH07
239HHS05,Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Bình-239HHS05
239HHS13,Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Kim 1-239HHS13
294TPT08,Trà Vinh,Thành phố Trà Vinh,Phường 8-294TPT08
294TPT09,Trà Vinh,Thành phố Trà Vinh,Phường 9-294TPT09
294TPT10,Trà Vinh,Thành phố Trà Vinh,Xã Long Đức-294TPT10
294TXD02,Trà Vinh,Thị xã Duyên Hải,Phường 2-294TXD02
294TXD04,Trà Vinh,Thị xã Duyên Hải,Xã Hiệp Thạnh-294TXD04
294HCK01,Trà Vinh,Huyện Cầu Kè,Thị trấn Cầu Kè-294HCK01
294HCK02,Trà Vinh,Huyện Cầu Kè,Xã An Phú Tân-294HCK02
294HCK04,Trà Vinh,Huyện Cầu Kè,Xã Hòa Ân-294HCK04
294HCK05,Trà Vinh,Huyện Cầu Kè,Xã Hòa Tân-294HCK05
294HCK07,Trà Vinh,Huyện Cầu Kè,Xã Phong Phú-294HCK07
294HCK08,Trà Vinh,Huyện Cầu Kè,Xã Phong Thạnh-294HCK08
294HCL01,Trà Vinh,Huyện Càng Long,Thị trấn Càng Long-294HCL01
270XBM01,Vĩnh Long,Thị xã Bình Minh,phường Cái Vồn-270XBM01
270XBM02,Vĩnh Long,Thị xã Bình Minh,phường Thành Phước-270XBM02
270XBM03,Vĩnh Long,Thị xã Bình Minh,phường Đông Thuận-270XBM03
270XBM04,Vĩnh Long,Thị xã Bình Minh,xã Đông Bình-270XBM04
270XBM05,Vĩnh Long,Thị xã Bình Minh,xã  Đông Thạnh-270XBM05
270XBM07,Vĩnh Long,Thị xã Bình Minh,xã Mỹ Hoà-270XBM07
270XBM08,Vĩnh Long,Thị xã Bình Minh,xã Thuận An-270XBM08
270HBT01,Vĩnh Long,Huyện Bình Tân,xã Mỹ Thuận-270HBT01
270HBT03,Vĩnh Long,Huyện Bình Tân,xã Tân An Thạnh-270HBT03
270HBT04,Vĩnh Long,Huyện Bình Tân,xã Tân Bình-270HBT04
270HBT05,Vĩnh Long,Huyện Bình Tân,xã Tân Hưng-270HBT05
270HBT08,Vĩnh Long,Huyện Bình Tân,xã Tân Thành-270HBT08
270HBT09,Vĩnh Long,Huyện Bình Tân,xã Thành Đông-270HBT09
270HBT11,Vĩnh Long,Huyện Bình Tân,xã Thành Trung-270HBT11
270HLH04,Vĩnh Long,Huyện Long Hồ,xã Đồng Phú-270HLH04
270HLH05,Vĩnh Long,Huyện Long Hồ,xã Hoà Ninh-270HLH05
270HLH06,Vĩnh Long,Huyện Long Hồ,xã Hoà Phú-270HLH06
270HLH08,Vĩnh Long,Huyện Long Hồ,xã Long An-270HLH08
270HLH09,Vĩnh Long,Huyện Long Hồ,xã Long Phước-270HLH09
270HLH11,Vĩnh Long,Huyện Long Hồ,xã Phú Quới-270HLH11
227HVT13,Thái Bình,Huyện Vũ Thư,Xã Nguyên Xá-227HVT13
227HHH11,Thái Bình,Huyện Hưng Hà,Xã Độc Lập-227HHH11
227HKX09,Thái Bình,Huyện Kiến Xương,Xã Hòa Bình-227HKX09
221HTL03,Hưng Yên,Huyện Tiên Lữ,Xã Cương Chính-221HTL03
208HPL04,Thái Nguyên,Huyện Phú Lương,Xã Động Đạt-208HPL04
208HDH19,Thái Nguyên,Huyện Định Hóa,Xã Sơn Phú-208HDH19
204HTY24,Bắc Giang,Huyện Tân Yên,Xã Việt Ngọc-204HTY24
204HYD11,Bắc Giang,Huyện Yên Dũng,Xã Nội Hoàng-204HYD11
209HBB02,Bắc Kạn,Huyện Ba Bể,Xã Bành Trạch-209HBB02
209HBT15,Bắc Kạn,Huyện Bạch Thông,Xã Tú Trĩ-209HBT15
209HNS11,Bắc Kạn,Huyện Ngân Sơn,Xã Trung Hòa-209HNS11
204TPB01,Bắc Giang,Thành phố Bắc Giang,Phường Đa Mai-204TPB01
204HHH23,Bắc Giang,Huyện Hiệp Hoà,Xã Thái Sơn-204HHH23
204HLM15,Bắc Giang,Huyện Lục Nam,Xã Lan Mẫu-204HLM15
204HLN17,Bắc Giang,Huyện Lục Ngạn,Xã Phong Minh-204HLN17
204HTY14,Bắc Giang,Huyện Tân Yên,Xã Ngọc Lý-204HTY14
206HTK03,Cao Bằng,Huyện Trùng Khánh,Xã Cao Thăng-206HTK03
206HHL12,Cao Bằng,Huyện Hạ Lang,Xã Thị Hoa-206HHL12
206HPH03,Cao Bằng,Huyện Phục Hoà,Xã Mỹ Hưng-206HPH03
205HVQ19,Lạng Sơn,Huyện Văn Quan,Xã Văn An-205HVQ19
205HBS10,Lạng Sơn,Huyện Bắc Sơn,Xã Nhất Hòa-205HBS10
205HCL19,Lạng Sơn,Huyện Chi Lăng,Xã Vạn Linh-205HCL19
205HHL22,Lạng Sơn,Huyện Hữu Lũng,Xã Vân Nham-205HHL22
205HVL02,Lạng Sơn,Huyện Văn Lãng,Xã An Hùng-205HVL02
219HBM13,Hà Giang,Huyện Bắc Mê,Xã Yên Phong-219HBM13
219HDV04,Hà Giang,Huyện Đồng Văn,Xã Lũng Cú-219HDV04
219HVX04,Hà Giang,Huyện Vị Xuyên,Xã Cao Bồ-219HVX04
207HCH15,Tuyên Quang,Huyện Chiêm Hoá,Xã Phúc Sơn-207HCH15
207HSD20,Tuyên Quang,Huyện Sơn Dương,Xã Quyết Thắng-207HSD20
024QHK06,Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bài-024QHK06
024QHK07,Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bồ-024QHK07
024QHK08,Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bông-024QHK08
024QHK09,Hà Nội,Quận Hoàn Kiếm,Phường Hàng Buồm-024QHK09
024QHK12,Hà Nội,Quận Hoàn Kiếm,Phường Hàng Mã-024QHK12
024QHK13,Hà Nội,Quận Hoàn Kiếm,Phường Hàng Trống-024QHK13
024QHK14,Hà Nội,Quận Hoàn Kiếm,Phường Lý Thái Tổ-024QHK14
225HAL05,Hải Phòng,Huyện An Lão(HP),Xã An Thọ-225HAL05
225HAL06,Hải Phòng,Huyện An Lão(HP),Xã An Tiến-225HAL06
225HAL07,Hải Phòng,Huyện An Lão(HP),Xã Bát Tràng-225HAL07
225HAL08,Hải Phòng,Huyện An Lão(HP),Xã Chiến Thắng-225HAL08
225HAL09,Hải Phòng,Huyện An Lão(HP),Xã Mỹ Đức-225HAL09
225HAL11,Hải Phòng,Huyện An Lão(HP),Xã Quang Trung-225HAL11
225HAL13,Hải Phòng,Huyện An Lão(HP),Xã Tân Dân-225HAL13
225HAL14,Hải Phòng,Huyện An Lão(HP),Xã Tân Viên-225HAL14
225HAL15,Hải Phòng,Huyện An Lão(HP),Xã Thái Sơn-225HAL15
225HAL16,Hải Phòng,Huyện An Lão(HP),Xã Trường Thọ-225HAL16
225HCH01,Hải Phòng,Huyện Cát Hải,Thị trấn Cát Hải-225HCH01
225HCH02,Hải Phòng,Huyện Cát Hải,Thị trấn Cát Bà-225HCH02
225HCH04,Hải Phòng,Huyện Cát Hải,Xã Đồng Bài-225HCH04
225HCH05,Hải Phòng,Huyện Cát Hải,Xã Hoàng Châu-225HCH05
225HCH07,Hải Phòng,Huyện Cát Hải,Xã Phù Long-225HCH07
225HCH08,Hải Phòng,Huyện Cát Hải,Xã Gia Luận-225HCH08
225HCH12,Hải Phòng,Huyện Cát Hải,Xã Xuân Đám-225HCH12
225HKT01,Hải Phòng,Huyện Kiến Thụy,Thị trấn Núi Đối-225HKT01
225HKT03,Hải Phòng,Huyện Kiến Thụy,Xã Đại Đồng-225HKT03
294HCL03,Trà Vinh,Huyện Càng Long,Xã An Trường A-294HCL03
294HCL04,Trà Vinh,Huyện Càng Long,Xã Bình Phú-294HCL04
294HCL05,Trà Vinh,Huyện Càng Long,Xã Đại Phúc-294HCL05
294HCL06,Trà Vinh,Huyện Càng Long,Xã Đại Phước-294HCL06
294HCL08,Trà Vinh,Huyện Càng Long,Xã Huyền Hội-294HCL08
294HCL09,Trà Vinh,Huyện Càng Long,Xã Mỹ Cẩm-294HCL09
294HCL10,Trà Vinh,Huyện Càng Long,Xã Nhị Long-294HCL10
294HCL11,Trà Vinh,Huyện Càng Long,Xã Nhị Long Phú-294HCL11
294HCL12,Trà Vinh,Huyện Càng Long,Xã Phương Thạnh-294HCL12
294HCN01,Trà Vinh,Huyện Cầu Ngang,Thị trấn Cầu Ngang-294HCN01
294HCN03,Trà Vinh,Huyện Cầu Ngang,Xã Hiệp Hòa-294HCN03
294HCN04,Trà Vinh,Huyện Cầu Ngang,Xã Hiệp Mỹ Đông-294HCN04
294HCN06,Trà Vinh,Huyện Cầu Ngang,Xã Kim Hòa-294HCN06
294HCN08,Trà Vinh,Huyện Cầu Ngang,Xã Mỹ Hòa-294HCN08
294HCN09,Trà Vinh,Huyện Cầu Ngang,Xã Mỹ Long Bắc-294HCN09
206HQU04,Cao Bằng,Huyện Quảng Uyên,Xã Chí Thảo-206HQU04
212HSM13,Sơn La,Huyện Sông Mã,Xã Mường Lầm-212HSM13
269HKP05,Gia Lai,Huyện Krông Pa,Xã Chư Rcăm-269HKP05
220HTM10,Hải Dương,Huyện Thanh Miện,Xã Lam Sơn-220HTM10
216HYB08,Yên Bái,Huyện Yên Bình,Xã Bảo Ái-216HYB08
216HVY25,Yên Bái,Huyện Văn Yên,Xã Yên Hưng-216HVY25
229HKS28,Ninh Bình,Huyện Kim Sơn,Xã kim chính-229HKS28
299HLP12,Sóc Trăng,Huyện Long Phú,Xã Trường Khánh-299HLP12
296HCP14,An Giang,Huyện Châu Phú,Xã Ô Long Vỹ-296HCP14
228HGT14,Nam Định,Huyện Giao Thủy,Xã Giao Tân-228HGT14
228HHH22,Nam Định,Huyện Hải Hậu,Xã Hải Phong-228HHH22
228HNH04,Nam Định,Huyện Nghĩa Hưng,Xã Hoàng Nam-228HNH04
221HYM10,Hưng Yên,Huyện Yên Mỹ,Xã Tân Lập-221HYM10
229HNQ20,Ninh Bình,Huyện Nho Quan,Xã Thạch Bình-229HNQ20
228HXT10,Nam Định,Huyện Xuân Trường,Xã Xuân Ninh-228HXT10
229HYK18,Ninh Bình,Huyện Yên Khánh,Xã Khánh Trung-229HYK18
228TPN11,Nam Định,Thành phố Nam Định,Phường Quang Trung-228TPN11
229HGV10,Ninh Bình,Huyện Gia Viễn,Xã Gia Sinh-229HGV10
220HCG06,Hải Dương,Huyện Cẩm Giàng,Xã Cẩm Đông-220HCG06
024HQO16,Hà Nội,Huyện Quốc Oai,Xã Thạch Thán-024HQO16
220HGL13,Hải Dương,Huyện Gia Lộc,Xã Liên Hồng-220HGL13
220HKM25,Hải Dương,Huyện Kinh Môn,Xã Thượng Quận-220HKM25
220HTH16,Hải Dương,Huyện Thanh Hà,Xã Thanh Khê-220HTH16
220HTK21,Hải Dương,Huyện Tứ Kỳ,Xã Quang Trung-220HTK21
226HKB02,Hà Nam,Huyện Kim Bảng,Thị trấn Ba Sao-226HKB02
203HTY02,Quảng Ninh,Huyện Tiên Yên,Xã Đại Dực-203HTY02
225HTL09,Hải Phòng,Huyện Tiên Lãng,Xã Cấp Tiến-225HTL09
225HTN16,Hải Phòng,Huyện Thủy Nguyên,Xã Kênh Giang-225HTN16
294HCN13,Trà Vinh,Huyện Cầu Ngang,Xã Thuận Hòa-294HCN13
294HCT06,Trà Vinh,Huyện Châu Thành(TV),Xã Hưng Mỹ-294HCT06
207HCH11,Tuyên Quang,Huyện Chiêm Hoá,Xã Minh Quang-207HCH11
207HCH21,Tuyên Quang,Huyện Chiêm Hoá,Xã Trung Hà-207HCH21
207HHY10,Tuyên Quang,Huyện Hàm Yên,Xã Nhân Mục-207HHY10
216TXN06,Yên Bái,Thị xã Nghĩa Lộ,Xã Nghĩa Lợi-216TXN06
261TXG07,Đắk Nông,Thị xã Gia Nghĩa,Xã Đắk RMoan-261TXG07
234TPH27,Thừa Thiên – Huế,Thành phố Huế,Phường Xuân Phú-234TPH27
234TXH01,Thừa Thiên – Huế,Thị xã Hương Trà,Phường Hương An-234TXH01
234TXH02,Thừa Thiên – Huế,Thị xã Hương Trà,Phường Hương Chữ-234TXH02
234TXH03,Thừa Thiên – Huế,Thị xã Hương Trà,Phường Hương Hồ-234TXH03
234TXH04,Thừa Thiên – Huế,Thị xã Hương Trà,Phường Hương Văn-234TXH04
234TXH05,Thừa Thiên – Huế,Thị xã Hương Trà,Phường Hương Vân-234TXH05
234TXH07,Thừa Thiên – Huế,Thị xã Hương Trà,Phường Tứ Hạ-234TXH07
234TXH09,Thừa Thiên – Huế,Thị xã Hương Trà,Xã Bình Thành-234TXH09
234TXH10,Thừa Thiên – Huế,Thị xã Hương Trà,Xã Hải Dương-234TXH10
234TXH12,Thừa Thiên – Huế,Thị xã Hương Trà,Xã Hương Bình-234TXH12
234TXH13,Thừa Thiên – Huế,Thị xã Hương Trà,Xã Hương Phong-234TXH13
234TXH15,Thừa Thiên – Huế,Thị xã Hương Trà,Xã Hương Toàn-234TXH15
234TXY01,Thừa Thiên – Huế,Thị xã Hương Thủy,Phường Phú Bài-234TXY01
234TXY03,Thừa Thiên – Huế,Thị xã Hương Thủy,Phường Thuỷ Dương-234TXY03
234TXY04,Thừa Thiên – Huế,Thị xã Hương Thủy,Phường Thuỷ Lương-234TXY04
234TXY06,Thừa Thiên – Huế,Thị xã Hương Thủy,Xã Dương Hoà-234TXY06
234TXY07,Thừa Thiên – Huế,Thị xã Hương Thủy,Xã Phú Sơn-234TXY07
234TXY09,Thừa Thiên – Huế,Thị xã Hương Thủy,Xã Thuỷ Phù-234TXY09
234TXY11,Thừa Thiên – Huế,Thị xã Hương Thủy,Xã Thuỷ Thanh-234TXY11
234TXY12,Thừa Thiên – Huế,Thị xã Hương Thủy,Xã Thuỷ Vân-234TXY12
225HKT05,Hải Phòng,Huyện Kiến Thụy,Xã Thuận Thiên-225HKT05
225HKT06,Hải Phòng,Huyện Kiến Thụy,Xã Du Lễ-225HKT06
225HKT07,Hải Phòng,Huyện Kiến Thụy,Xã Ngũ Phúc-225HKT07
225HKT08,Hải Phòng,Huyện Kiến Thụy,Xã Kiến Quốc-225HKT08
225HKT09,Hải Phòng,Huyện Kiến Thụy,Xã Thụy Hương-225HKT09
225HKT10,Hải Phòng,Huyện Kiến Thụy,Xã Thanh Sơn-225HKT10
225HKT11,Hải Phòng,Huyện Kiến Thụy,Xã Đại Hà-225HKT11
225HKT13,Hải Phòng,Huyện Kiến Thụy,Xã Tân Trào-225HKT13
225HKT14,Hải Phòng,Huyện Kiến Thụy,Xã Đoàn Xá-225HKT14
225HKT17,Hải Phòng,Huyện Kiến Thụy,Xã Tân Phong-225HKT17
251HTN01,Đồng Nai,Huyện Thống Nhất,Thị trấn Dầu Giây-251HTN01
251HTN08,Đồng Nai,Huyện Thống Nhất,Xã Lộ 25-251HTN08
251HTN10,Đồng Nai,Huyện Thống Nhất,Xã Xuân Thiện-251HTN10
251HTB07,Đồng Nai,Huyện Trảng Bom,Xã Đông Hòa-251HTB07
251HTB12,Đồng Nai,Huyện Trảng Bom,Xã Quảng Tiến-251HTB12
251HCM01,Đồng Nai,Huyện Cẩm Mỹ,Xã Long Giao-251HCM01
251HCM02,Đồng Nai,Huyện Cẩm Mỹ,Xã Bảo Bình-251HCM02
251HCM05,Đồng Nai,Huyện Cẩm Mỹ,Xã Sông Nhạn-251HCM05
251HCM06,Đồng Nai,Huyện Cẩm Mỹ,Xã Sông Ray-251HCM06
251HCM08,Đồng Nai,Huyện Cẩm Mỹ,Xã Xuân Bảo-251HCM08
251HCM09,Đồng Nai,Huyện Cẩm Mỹ,Xã Xuân Đông-251HCM09
251HCM12,Đồng Nai,Huyện Cẩm Mỹ,Xã Xuân Quế-251HCM12
251HCM13,Đồng Nai,Huyện Cẩm Mỹ,Xã Xuân Tây-251HCM13
251HDQ02,Đồng Nai,Huyện Định Quán,Xã Gia Canh-251HDQ02
251HDQ03,Đồng Nai,Huyện Định Quán,Xã La Ngà-251HDQ03
221HMH13,Hưng Yên,Huyện Mỹ Hào,Xã Xuân Dục-221HMH13
206TPC11,Cao Bằng,Thành phố Cao Bằng,Xã Vĩnh Quang-206TPC11
215HNP06,Điện Biên,Huyện Nậm Pồ,Xã Nà Hỳ-215HNP06
269XAK01,Gia Lai,Thị xã An Khê,Phường An Bình-269XAK01
269XAP01,Gia Lai,Thị xã Ayun Pa,Phường Cheo Reo-269XAP01
219HBM01,Hà Giang,Huyện Bắc Mê,Thị trấn Yên Phú-219HBM01
219HBM10,Hà Giang,Huyện Bắc Mê,Xã Thượng Tân-219HBM10
219HBQ05,Hà Giang,Huyện Bắc Quang,Xã Đông Thành-219HBQ05
024HTO06,Hà Nội,Huyện Thanh Oai,Xã Cự Khê-024HTO06
024HTO14,Hà Nội,Huyện Thanh Oai,Xã Phương Trung-024HTO14
024HTT10,Hà Nội,Huyện Thanh Trì,Xã Vĩnh Quỳnh-024HTT10
220HNS06,Hải Dương,Huyện Nam Sách,Xã Đồng Lạc-220HNS06
220HTH03,Hải Dương,Huyện Thanh Hà,Xã Cẩm Chế-220HTH03
220HTH13,Hải Dương,Huyện Thanh Hà,Xã Thanh Cường-220HTH13
215HNP15,Điện Biên,Huyện Nậm Pồ,Xã Vàng Đán-215HNP15
215HTC08,Điện Biên,Huyện Tủa Chùa,Xã Sính Phình-215HTC08
215HTG12,Điện Biên,Huyện Tuần Giáo,Xã Pú Xi-215HTG12
215TPD01,Điện Biên,Thành phố Điện Biên Phủ,Phường Him Lam-215TPD01
219HBQ10,Hà Giang,Huyện Bắc Quang,Xã Hữu Sản-219HBQ10
219HDV03,Hà Giang,Huyện Đồng Văn,Xã Hố Quáng Phìn-219HDV03
219HDV14,Hà Giang,Huyện Đồng Văn,Xã Sủng Là-219HDV14
239HHS31,Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Trung-239HHS31
294HCN10,Trà Vinh,Huyện Cầu Ngang,Xã Mỹ Long Nam-294HCN10
294HCN12,Trà Vinh,Huyện Cầu Ngang,Xã Thạnh Hòa Sơn-294HCN12
207HLB01,Tuyên Quang,Huyện Lâm Bình,Xã Bình An-207HLB01
207HLB08,Tuyên Quang,Huyện Lâm Bình,Xã Xuân Lập-207HLB08
207HNH08,Tuyên Quang,Huyện Nà Hang,Xã Sơn Phú-207HNH08
207HSD05,Tuyên Quang,Huyện Sơn Dương,Xã Đại Phú-207HSD05
207HSD13,Tuyên Quang,Huyện Sơn Dương,Xã Kháng Nhật-207HSD13
207HSD23,Tuyên Quang,Huyện Sơn Dương,Xã Tam Đa-207HSD23
207HSD30,Tuyên Quang,Huyện Sơn Dương,Xã Tuân Lộ-207HSD30
207HYS05,Tuyên Quang,Huyện Yên Sơn,Xã Đạo Viện-207HYS05
207HYS17,Tuyên Quang,Huyện Yên Sơn,Xã Phú Lâm-207HYS17
207HYS24,Tuyên Quang,Huyện Yên Sơn,Xã Thắng Quân-207HYS24
207TPT09,Tuyên Quang,Thành phố Tuyên Quang,Xã An Tường-207TPT09
207HCH04,Tuyên Quang,Huyện Chiêm Hoá,Xã Hà Lang-207HCH04
270PVL03,Vĩnh Long,Thành phố Vĩnh Long,phường 3-270PVL03
270XBM06,Vĩnh Long,Thị xã Bình Minh,xã Đông Thành-270XBM06
270HBT06,Vĩnh Long,Huyện Bình Tân,xã Tân Lược-270HBT06
270HLH12,Vĩnh Long,Huyện Long Hồ,xã Phước Hậu-270HLH12
270HMT04,Vĩnh Long,Huyện Mang Thít,xã Chánh An-270HMT04
270HMT12,Vĩnh Long,Huyện Mang Thít,xã Tân Long-270HMT12
270HLH14,Vĩnh Long,Huyện Long Hồ,xã Thanh Đức-270HLH14
270HLH15,Vĩnh Long,Huyện Long Hồ,xã Thạnh Quới-270HLH15
270HMT02,Vĩnh Long,Huyện Mang Thít,xã An Phước-270HMT02
270HMT03,Vĩnh Long,Huyện Mang Thít,xã Bình Phước-270HMT03
270HMT06,Vĩnh Long,Huyện Mang Thít,xã Hoà Tịnh-270HMT06
270HMT07,Vĩnh Long,Huyện Mang Thít,xã Long Mỹ-270HMT07
270HMT08,Vĩnh Long,Huyện Mang Thít,xã Mỹ An-270HMT08
273HCG18,Tiền Giang,Huyện Chợ Gạo,Xã Trung Hòa-273HCG18
211HVT04,Vĩnh Phúc,Huyện Vĩnh Tường,Xã An Tường-211HVT04
211HVT07,Vĩnh Phúc,Huyện Vĩnh Tường,Xã Cao Đại-211HVT07
211HVT11,Vĩnh Phúc,Huyện Vĩnh Tường,Xã Lũng Hòa-211HVT11
211HVT14,Vĩnh Phúc,Huyện Vĩnh Tường,Xã Ngũ Kiên-211HVT14
211HVT17,Vĩnh Phúc,Huyện Vĩnh Tường,Xã Tam Phúc-211HVT17
207TPT08,Tuyên Quang,Thành phố Tuyên Quang,Xã An Khang-207TPT08
237HHT21,Thanh Hóa,Huyện Hà Trung,Xã Hà Tiến-237HHT21
237HNC05,Thanh Hóa,Huyện Nông Cống,Xã Hoàng Giang-237HNC05
237HYD19,Thanh Hóa,Huyện Yên Định,Xã Yên Lạc-237HYD19
237TPT06,Thanh Hóa,Thành phố Thanh Hóa,Phường Đông Hải-237TPT06
237HTS08,Thanh Hóa,Huyện Triệu Sơn,Xã Đồng Thắng-237HTS08
237HNC21,Thanh Hóa,Huyện Nông Cống,Xã Trung Ý-237HNC21
237HNS15,Thanh Hóa,Huyện Nga Sơn,Xã Nga Thái-237HNS15
237HQS02,Thanh Hóa,Huyện Quan Sơn,Xã Mường Mìn-237HQS02
237HTG05,Thanh Hóa,Huyện Tĩnh Gia,Xã Định Hải-237HTG05
237HTX03,Thanh Hóa,Huyện Thọ Xuân,Thị trấn Lam Sơn-237HTX03
237HTX19,Thanh Hóa,Huyện Thọ Xuân,Xã Thọ Xương-237HTX19
237HTH14,Thanh Hóa,Huyện Thiệu Hóa,Xã Thiệu Ngọc-237HTH14
237HHL19,Thanh Hóa,Huyện Hậu Lộc,Xã Quang Lộc-237HHL19
238TXT09,Nghệ An,Thị xã Thái Hòa,Xã Nghĩa Tiến-238TXT09
238HTC37,Nghệ An,Huyện Thanh Chương,Xã Thanh Xuân-238HTC37
238HYT20,Nghệ An,Huyện Yên Thành,Xã Mã Thành-238HYT20
238HNL08,Nghệ An,Huyện Nghi Lộc,Xã Nghi Hưng-238HNL08
251HDQ04,Đồng Nai,Huyện Định Quán,Xã Ngọc Định-251HDQ04
251HDQ07,Đồng Nai,Huyện Định Quán,Xã Phú Lợi-251HDQ07
251HDQ08,Đồng Nai,Huyện Định Quán,Xã Phú Ngọc-251HDQ08
251HDQ09,Đồng Nai,Huyện Định Quán,Xã Phú Tân-251HDQ09
251HDQ10,Đồng Nai,Huyện Định Quán,Xã Phú Túc-251HDQ10
251HDQ11,Đồng Nai,Huyện Định Quán,Xã Phú Vinh-251HDQ11
251HDQ12,Đồng Nai,Huyện Định Quán,Xã Suối Nho-251HDQ12
251HDQ13,Đồng Nai,Huyện Định Quán,Xã Thanh Sơn-251HDQ13
251HLT02,Đồng Nai,Huyện Long Thành,Xã An Phước-251HLT02
251HLT03,Đồng Nai,Huyện Long Thành,Xã Bàu Cạn-251HLT03
251HLT04,Đồng Nai,Huyện Long Thành,Xã Bình An-251HLT04
251HLT06,Đồng Nai,Huyện Long Thành,Xã Cẩm Đường-251HLT06
251HLT07,Đồng Nai,Huyện Long Thành,Xã Lộc An-251HLT07
219HVX23,Hà Giang,Huyện Vị Xuyên,Xã Việt Lâm-219HVX23
219HVX24,Hà Giang,Huyện Vị Xuyên,Xã Xín Chải-219HVX24
219HXM02,Hà Giang,Huyện Xín Mần,Xã Bản Díu-219HXM02
219HXM04,Hà Giang,Huyện Xín Mần,Xã Chế Là-219HXM04
219HXM05,Hà Giang,Huyện Xín Mần,Xã Chí Cà-219HXM05
219HXM07,Hà Giang,Huyện Xín Mần,Xã Khuôn Lùng-219HXM07
219HXM08,Hà Giang,Huyện Xín Mần,Xã Nà Chì-219HXM08
219HXM10,Hà Giang,Huyện Xín Mần,Xã Nàn Ma-219HXM10
219HXM11,Hà Giang,Huyện Xín Mần,Xã Nàn Xỉn-219HXM11
219HXM14,Hà Giang,Huyện Xín Mần,Xã Quảng Nguyên-219HXM14
219HXM15,Hà Giang,Huyện Xín Mần,Xã Tả Nhìu-219HXM15
219HXM17,Hà Giang,Huyện Xín Mần,Xã Thu Tà-219HXM17
219HXM19,Hà Giang,Huyện Xín Mần,Xã Xín Mần-219HXM19
294HCN14,Trà Vinh,Huyện Cầu Ngang,Xã Trường Thọ-294HCN14
294HCN15,Trà Vinh,Huyện Cầu Ngang,Xã Vĩnh Kim-294HCN15
294HCT01,Trà Vinh,Huyện Châu Thành(TV),Thị trấn Châu Thành-294HCT01
294HCT02,Trà Vinh,Huyện Châu Thành(TV),Xã Đa Lộc-294HCT02
294HCT03,Trà Vinh,Huyện Châu Thành(TV),Xã Hòa Lợi-294HCT03
294HCT04,Trà Vinh,Huyện Châu Thành(TV),Xã Hòa Minh-294HCT04
294HCT05,Trà Vinh,Huyện Châu Thành(TV),Xã Hòa Thuận-294HCT05
294HCT07,Trà Vinh,Huyện Châu Thành(TV),Xã Long Hòa-294HCT07
